,index,year,state,district,party,votes,totalvotes,two_party_pct,total_pct
4154,4154,1984,WA,8,DEMOCRAT,88379,235270,0.37564925404854,0.37564925404854
4155,4155,1984,WA,8,REPUBLICAN,146891,235270,0.62435074595146,0.62435074595146
4156,4156,1984,WI,1,DEMOCRAT,127184,226264,0.5621044443658735,0.5621044443658735
4157,4157,1984,WI,1,REPUBLICAN,99080,226264,0.4378955556341265,0.4378955556341265
4158,4158,1984,WI,2,DEMOCRAT,159987,251357,0.6365564273550522,0.6364931153697728
4159,4159,1984,WI,2,REPUBLICAN,91345,251357,0.3634435726449477,0.363407424499815
4160,4160,1984,WI,3,DEMOCRAT,74253,234695,0.31638757509906684,0.3163808347003558
4161,4161,1984,WI,3,REPUBLICAN,160437,234695,0.6836124249009331,0.683597861053708
4162,4162,1984,WI,4,DEMOCRAT,158722,238222,0.6703409945180718,0.6662776737664867
4163,4163,1984,WI,4,REPUBLICAN,78056,238222,0.3296590054819282,0.32766075341488193
4164,4164,1984,WI,5,DEMOCRAT,175243,178819,0.9811653518619091,0.9800021250538253
4165,4165,1984,WI,5,REPUBLICAN,3364,178819,0.018834648138090892,0.018812318601490893
4166,4166,1984,WI,6,DEMOCRAT,54266,224546,0.24167954501930639,0.2416698582918422
4167,4167,1984,WI,6,REPUBLICAN,170271,224546,0.7583204549806936,0.7582900608338603
4168,4168,1984,WI,7,DEMOCRAT,146131,238652,0.6123542771897184,0.612318354759231
4169,4169,1984,WI,7,REPUBLICAN,92507,238652,0.3876457228102817,0.38762298241791393
4170,4170,1984,WI,8,DEMOCRAT,73090,237107,0.3122236698776138,0.308257453386024
4171,4171,1984,WI,8,REPUBLICAN,161005,237107,0.6877763301223863,0.6790394210208893
4172,4172,1984,WI,9,DEMOCRAT,64157,245716,0.2625038870067593,0.2611022481238503
4173,4173,1984,WI,9,REPUBLICAN,180247,245716,0.7374961129932407,0.7335582542447379
4174,4174,1984,WV,1,DEMOCRAT,104639,192261,0.5442549451006704,0.5442549451006704
4175,4175,1984,WV,1,REPUBLICAN,87622,192261,0.45574505489932954,0.45574505489932954
4176,4176,1984,WV,2,DEMOCRAT,100345,179281,0.5597079445116884,0.5597079445116884
4177,4177,1984,WV,2,REPUBLICAN,78936,179281,0.44029205548831163,0.44029205548831163
4178,4178,1984,WV,3,DEMOCRAT,125306,184434,0.6794083520392119,0.6794083520392119
4179,4179,1984,WV,3,REPUBLICAN,59128,184434,0.32059164796078815,0.32059164796078815
4180,4180,1984,WV,4,DEMOCRAT,98919,148393,0.6666015243306624,0.6666015243306624
4181,4181,1984,WV,4,REPUBLICAN,49474,148393,0.3333984756693375,0.3333984756693375
4182,4182,1984,WY,0,DEMOCRAT,45857,187904,0.24909963007425676,0.24404483140326977
4183,4183,1984,WY,0,REPUBLICAN,138234,187904,0.7509003699257433,0.7356628916893733
4184,4184,1986,AK,0,DEMOCRAT,74053,180277,0.4211097968746446,0.41077342090227814
4185,4185,1986,AK,0,REPUBLICAN,101799,180277,0.5788902031253554,0.5646810186546259
4186,4186,1986,AL,1,REPUBLICAN,96469,96469,1.0,1.0
4187,4187,1986,AL,2,DEMOCRAT,57568,172870,0.3330132469485741,0.3330132469485741
4188,4188,1986,AL,2,REPUBLICAN,115302,172870,0.666986753051426,0.666986753051426
4189,4189,1986,AL,3,DEMOCRAT,115127,142896,0.8056698577986787,0.8056698577986787
4190,4190,1986,AL,3,REPUBLICAN,27769,142896,0.19433014220132125,0.19433014220132125
4191,4191,1986,AL,4,DEMOCRAT,132881,171469,0.7749564061142248,0.7749564061142248
4192,4192,1986,AL,4,REPUBLICAN,38588,171469,0.22504359388577527,0.22504359388577527
4193,4193,1986,AL,5,DEMOCRAT,125406,158934,0.7890445090414889,0.7890445090414889
4194,4194,1986,AL,5,REPUBLICAN,33528,158934,0.21095549095851107,0.21095549095851107
4195,4195,1986,AL,6,DEMOCRAT,139608,191976,0.7289016978886035,0.7272159019877484
4196,4196,1986,AL,6,REPUBLICAN,51924,191976,0.2710983021113965,0.2704713089136142
4197,4197,1986,AL,7,DEMOCRAT,108126,180903,0.5977015306545497,0.5977015306545497
4198,4198,1986,AL,7,REPUBLICAN,72777,180903,0.4022984693454503,0.4022984693454503
4199,4199,1986,AR,1,DEMOCRAT,105782,164719,0.6421967107619643,0.6421967107619643
4200,4200,1986,AR,1,REPUBLICAN,58937,164719,0.35780328923803567,0.35780328923803567
4201,4201,1986,AR,2,DEMOCRAT,128822,170146,0.7574690272771639,0.757126232764802
4202,4202,1986,AR,2,REPUBLICAN,41247,170146,0.24253097272283602,0.2424212147214745
4203,4203,1986,AR,3,DEMOCRAT,36729,181856,0.20196749076192153,0.20196749076192153
4204,4204,1986,AR,3,REPUBLICAN,145127,181856,0.7980325092380784,0.7980325092380784
4205,4205,1986,AR,4,DEMOCRAT,115339,148924,0.8338623038049726,0.7744822862668207
4206,4206,1986,AR,4,REPUBLICAN,22980,148924,0.16613769619502744,0.15430689479197443
4207,4207,1986,AZ,1,DEMOCRAT,51163,178533,0.2865744708261218,0.2865744708261218
4208,4208,1986,AZ,1,REPUBLICAN,127370,178533,0.7134255291738782,0.7134255291738782
4209,4209,1986,AZ,2,DEMOCRAT,77239,105407,0.7590235945008402,0.732769170927927
4210,4210,1986,AZ,2,REPUBLICAN,24522,105407,0.2409764054991598,0.2326410959423947
4211,4211,1986,AZ,3,REPUBLICAN,146462,146462,1.0,1.0
4212,4212,1986,AZ,4,DEMOCRAT,66894,188833,0.3542495220644697,0.3542495220644697
4213,4213,1986,AZ,4,REPUBLICAN,121939,188833,0.6457504779355303,0.6457504779355303
4214,4214,1986,AZ,5,DEMOCRAT,64848,184495,0.3514892002493292,0.3514892002493292
4215,4215,1986,AZ,5,REPUBLICAN,119647,184495,0.6485107997506707,0.6485107997506707
4216,4216,1986,CA,1,DEMOCRAT,138174,204759,0.71737708322517,0.6748128287401286
4217,4217,1986,CA,1,REPUBLICAN,54436,204759,0.28262291677483,0.2658540039754052
4218,4218,1986,CA,2,DEMOCRAT,74602,188414,0.40465393794749405,0.3959472226055389
4219,4219,1986,CA,2,REPUBLICAN,109758,188414,0.595346062052506,0.5825363295721124
4220,4220,1986,CA,3,DEMOCRAT,158709,208974,0.7594676849751644,0.7594676849751644
4221,4221,1986,CA,3,REPUBLICAN,50265,208974,0.24053231502483563,0.24053231502483563
4222,4222,1986,CA,4,DEMOCRAT,128364,182960,0.7015959772627897,0.7015959772627897
4223,4223,1986,CA,4,REPUBLICAN,54596,182960,0.29840402273721034,0.29840402273721034
4224,4224,1986,CA,5,DEMOCRAT,122688,163214,0.7729497817006559,0.751700221794699
4225,4225,1986,CA,5,REPUBLICAN,36039,163214,0.22705021829934416,0.22080826399696105
4226,4226,1986,CA,6,DEMOCRAT,142946,193552,0.7385405472431181,0.7385405472431181
4227,4227,1986,CA,6,REPUBLICAN,50606,193552,0.26145945275688187,0.26145945275688187
4228,4228,1986,CA,7,DEMOCRAT,124174,186553,0.6656231741113785,0.6656231741113785
4229,4229,1986,CA,7,REPUBLICAN,62379,186553,0.33437682588862144,0.33437682588862144
4230,4230,1986,CA,8,DEMOCRAT,121790,202935,0.6131192106322997,0.6001429028999433
4231,4231,1986,CA,8,REPUBLICAN,76850,202935,0.3868807893677004,0.37869268484982876
4232,4232,1986,CA,9,DEMOCRAT,159109,208409,0.7634459164431479,0.7634459164431479
4233,4233,1986,CA,9,REPUBLICAN,49300,208409,0.23655408355685215,0.23655408355685215
4234,4234,1986,CA,10,DEMOCRAT,84240,119564,0.7257939448244964,0.7045599009735372
4235,4235,1986,CA,10,REPUBLICAN,31826,119564,0.2742060551755036,0.26618380114415713
4236,4236,1986,CA,11,DEMOCRAT,112380,151695,0.740828636408583,0.740828636408583
4237,4237,1986,CA,11,REPUBLICAN,39315,151695,0.259171363591417,0.259171363591417
4238,4238,1986,CA,12,DEMOCRAT,69564,187043,0.3847225909211574,0.37191447955817647
4239,4239,1986,CA,12,REPUBLICAN,111252,187043,0.6152774090788425,0.5947937105371492
4240,4240,1986,CA,13,DEMOCRAT,107696,154450,0.6972871479443186,0.6972871479443186
4241,4241,1986,CA,13,REPUBLICAN,46754,154450,0.30271285205568144,0.30271285205568144
4242,4242,1986,CA,14,DEMOCRAT,53597,205161,0.26731270853802686,0.2612436086780626
4243,4243,1986,CA,14,REPUBLICAN,146906,205161,0.7326872914619731,0.716052271143151
4244,4244,1986,CA,15,DEMOCRAT,93600,131775,0.7233776170271962,0.7103016505406944
4245,4245,1986,CA,15,REPUBLICAN,35793,131775,0.2766223829728038,0.2716220830961867
4246,4246,1986,CA,16,DEMOCRAT,128151,163498,0.8032682073750916,0.7838077530000367
4247,4247,1986,CA,16,REPUBLICAN,31386,163498,0.19673179262490834,0.191965650955975
4248,4248,1986,CA,17,DEMOCRAT,58682,147469,0.39792770005899547,0.39792770005899547
4249,4249,1986,CA,17,REPUBLICAN,88787,147469,0.6020722999410045,0.6020722999410045
4250,4250,1986,CA,18,DEMOCRAT,101480,142387,0.7127055138460674,0.7127055138460674
4251,4251,1986,CA,18,REPUBLICAN,40907,142387,0.2872944861539326,0.2872944861539326
4252,4252,1986,CA,19,DEMOCRAT,2341,124919,0.018740143613061262,0.018740143613061262
4253,4253,1986,CA,19,REPUBLICAN,122578,124919,0.9812598563869387,0.9812598563869387
4254,4254,1986,CA,20,DEMOCRAT,49027,179016,0.27386937480448675,0.27386937480448675
4255,4255,1986,CA,20,REPUBLICAN,129989,179016,0.7261306251955133,0.7261306251955133
4256,4256,1986,CA,21,DEMOCRAT,54497,193091,0.2920728668128005,0.2822348012077207
4257,4257,1986,CA,21,REPUBLICAN,132090,193091,0.7079271331871996,0.684081598831639
4258,4258,1986,CA,22,DEMOCRAT,44036,191176,0.23786271417151006,0.23034272084362054
4259,4259,1986,CA,22,REPUBLICAN,141096,191176,0.7621372858284899,0.7380424321044483
4260,4260,1986,CA,23,DEMOCRAT,121468,184754,0.6740208862796453,0.6574580252660295
4261,4261,1986,CA,23,REPUBLICAN,58746,184754,0.3259791137203547,0.31796875845719175
4262,4262,1986,CA,24,DEMOCRAT,103914,118173,0.9213459236600612,0.8793379198294027
4263,4263,1986,CA,24,REPUBLICAN,8871,118173,0.07865407633993882,0.07506790891320353
4264,4264,1986,CA,25,DEMOCRAT,62692,82413,0.781208722741433,0.7607052285440404
4265,4265,1986,CA,25,REPUBLICAN,17558,82413,0.21879127725856698,0.21304891218618421
4266,4266,1986,CA,26,DEMOCRAT,98091,150753,0.650673618435454,0.650673618435454
4267,4267,1986,CA,26,REPUBLICAN,52662,150753,0.349326381564546,0.349326381564546
4268,4268,1986,CA,27,DEMOCRAT,110403,173320,0.6501445707925777,0.6369893837987538
4269,4269,1986,CA,27,REPUBLICAN,59410,173320,0.3498554292074223,0.3427763674128779
4270,4270,1986,CA,28,DEMOCRAT,92635,121330,0.7817761386748584,0.7634962498969752
4271,4271,1986,CA,28,REPUBLICAN,25858,121330,0.21822386132514157,0.21312123959449436
4272,4272,1986,CA,29,DEMOCRAT,78132,92415,0.8533047922764405,0.8454471676675864
4273,4273,1986,CA,29,REPUBLICAN,13432,92415,0.14669520772355948,0.14534437050262403
4274,4274,1986,CA,30,DEMOCRAT,59369,94985,0.637868792573651,0.6250355319260936
4275,4275,1986,CA,30,REPUBLICAN,33705,94985,0.3621312074263489,0.354845501921356
4276,4276,1986,CA,31,DEMOCRAT,77126,109781,0.7177983768892859,0.7025441560925844
4277,4277,1986,CA,31,REPUBLICAN,30322,109781,0.282201623110714,0.27620444339184375
4278,4278,1986,CA,32,DEMOCRAT,90739,132541,0.699380308612477,0.684610799677081
4279,4279,1986,CA,32,REPUBLICAN,39003,132541,0.3006196913875229,0.29427120664549083
4280,4280,1986,CA,33,DEMOCRAT,44312,165353,0.27209814986521585,0.2679842518732651
4281,4281,1986,CA,33,REPUBLICAN,118541,165353,0.7279018501347841,0.7168965788343725
4282,4282,1986,CA,34,DEMOCRAT,66404,110063,0.6033271853393056,0.6033271853393056
4283,4283,1986,CA,34,REPUBLICAN,43659,110063,0.3966728146606943,0.3966728146606943
4284,4284,1986,CA,35,DEMOCRAT,38322,165557,0.23147314822085444,0.23147314822085444
4285,4285,1986,CA,35,REPUBLICAN,127235,165557,0.7685268517791456,0.7685268517791456
4286,4286,1986,CA,36,DEMOCRAT,78118,136778,0.5711298600652152,0.5711298600652152
4287,4287,1986,CA,36,REPUBLICAN,58660,136778,0.42887013993478484,0.42887013993478484
4288,4288,1986,CA,37,DEMOCRAT,69808,192224,0.36315964707840853,0.36315964707840853
4289,4289,1986,CA,37,REPUBLICAN,122416,192224,0.6368403529215915,0.6368403529215915
4290,4290,1986,CA,38,DEMOCRAT,50625,119464,0.4339645284895034,0.42376782963905446
4291,4291,1986,CA,38,REPUBLICAN,66032,119464,0.5660354715104966,0.5527355521328601
4292,4292,1986,CA,39,DEMOCRAT,42377,176732,0.2435739740200023,0.2397811375415884
4293,4293,1986,CA,39,REPUBLICAN,131603,176732,0.7564260259799978,0.7446472625217844
4294,4294,1986,CA,40,DEMOCRAT,75664,200518,0.3870419912733448,0.3773426824524482
4295,4295,1986,CA,40,REPUBLICAN,119829,200518,0.6129580087266552,0.5975972231919329
4296,4296,1986,CA,41,DEMOCRAT,59816,196923,0.3093152413358017,0.3037532436536108
4297,4297,1986,CA,41,REPUBLICAN,133566,196923,0.6906847586641983,0.678265108697308
4298,4298,1986,CA,42,DEMOCRAT,47586,192711,0.25318435754189944,0.24692933978859535
4299,4299,1986,CA,42,REPUBLICAN,140364,192711,0.7468156424581005,0.7283652723508258
4300,4300,1986,CA,43,DEMOCRAT,45078,187789,0.24711241701796413,0.24004600908466417
4301,4301,1986,CA,43,REPUBLICAN,137341,187789,0.7528875829820358,0.731358066766424
4302,4302,1986,CA,44,DEMOCRAT,70557,109836,0.6599292902839612,0.6423850103791107
4303,4303,1986,CA,44,REPUBLICAN,36359,109836,0.34007070971603875,0.33102989912232783
4304,4304,1986,CA,45,DEMOCRAT,32800,154675,0.21621621621621623,0.2120575400032326
4305,4305,1986,CA,45,REPUBLICAN,118900,154675,0.7837837837837838,0.7687085825117181
4306,4306,1986,CO,1,DEMOCRAT,106113,155208,0.6836825421370033,0.6836825421370033
4307,4307,1986,CO,1,REPUBLICAN,49095,155208,0.31631745786299675,0.31631745786299675
4308,4308,1986,CO,2,DEMOCRAT,91223,177255,0.5146427463259147,0.5146427463259147
4309,4309,1986,CO,2,REPUBLICAN,86032,177255,0.48535725367408533,0.48535725367408533
4310,4310,1986,CO,3,DEMOCRAT,95353,183861,0.5186146055987947,0.5186146055987947
4311,4311,1986,CO,3,REPUBLICAN,88508,183861,0.48138539440120526,0.48138539440120526
4312,4312,1986,CO,4,DEMOCRAT,50672,167761,0.3020487479211497,0.3020487479211497
4313,4313,1986,CO,4,REPUBLICAN,117089,167761,0.6979512520788502,0.6979512520788502
4314,4314,1986,CO,5,DEMOCRAT,52488,173641,0.30227883967496155,0.30227883967496155
4315,4315,1986,CO,5,REPUBLICAN,121153,173641,0.6977211603250384,0.6977211603250384
4316,4316,1986,CO,6,DEMOCRAT,53834,160531,0.3403058289557692,0.33534955865222293
4317,4317,1986,CO,6,REPUBLICAN,104359,160531,0.6596941710442308,0.6500862761709576
4318,4318,1986,CT,1,DEMOCRAT,128930,173787,0.745036174097959,0.7418851812851364
4319,4319,1986,CT,1,REPUBLICAN,44122,173787,0.25496382590204103,0.25388550351867517
4320,4320,1986,CT,2,DEMOCRAT,109229,162098,0.6738454515169836,0.6738454515169836
4321,4321,1986,CT,2,REPUBLICAN,52869,162098,0.32615454848301645,0.32615454848301645
4322,4322,1986,CT,3,DEMOCRAT,114276,164087,0.6964566497239185,0.6964354275475815
4323,4323,1986,CT,3,REPUBLICAN,49806,164087,0.3035433502760815,0.3035341008123739
4324,4324,1986,CT,4,DEMOCRAT,66999,144211,0.46459007981360645,0.46459007981360645
4325,4325,1986,CT,4,REPUBLICAN,77212,144211,0.5354099201863936,0.5354099201863936
4326,4326,1986,CT,5,DEMOCRAT,63371,162035,0.39109451661678035,0.39109451661678035
4327,4327,1986,CT,5,REPUBLICAN,98664,162035,0.6089054833832197,0.6089054833832197
4328,4328,1986,CT,6,DEMOCRAT,62133,173437,0.3582453571037322,0.3582453571037322
4329,4329,1986,CT,6,REPUBLICAN,111304,173437,0.6417546428962678,0.6417546428962678
4330,4330,1986,DE,0,DEMOCRAT,106351,160757,0.6642038996240273,0.6615637266184365
4331,4331,1986,DE,0,REPUBLICAN,53767,160757,0.33579610037597274,0.3344613298332266
4332,4332,1986,FL,1,DEMOCRAT,97532,152991,0.637501552378898,0.637501552378898
4333,4333,1986,FL,1,REPUBLICAN,55459,152991,0.3624984476211019,0.3624984476211019
4334,4334,1986,FL,2,DEMOCRAT,110141,110766,1.0,0.994357474315223
4335,4335,1986,FL,3,DEMOCRAT,1,1,1.0,1.0
4336,4336,1986,FL,4,DEMOCRAT,1,1,1.0,1.0
4337,4337,1986,FL,5,REPUBLICAN,1,1,1.0,1.0
4338,4338,1986,FL,6,DEMOCRAT,143598,204667,0.7016177498082251,0.7016177498082251
4339,4339,1986,FL,6,REPUBLICAN,61069,204667,0.29838225019177494,0.29838225019177494
4340,4340,1986,FL,7,DEMOCRAT,1,1,1.0,1.0
4341,4341,1986,FL,8,REPUBLICAN,1,1,1.0,1.0
4342,4342,1986,FL,9,DEMOCRAT,68578,235118,0.2916748186017234,0.2916748186017234
4343,4343,1986,FL,9,REPUBLICAN,166540,235118,0.7083251813982766,0.7083251813982766
4344,4344,1986,FL,10,DEMOCRAT,49571,171966,0.2882604700929253,0.2882604700929253
4345,4345,1986,FL,10,REPUBLICAN,122395,171966,0.7117395299070747,0.7117395299070747
4346,4346,1986,FL,11,DEMOCRAT,149109,205061,0.7271446057514593,0.7271446057514593
4347,4347,1986,FL,11,REPUBLICAN,55952,205061,0.27285539424854066,0.27285539424854066
4348,4348,1986,FL,12,REPUBLICAN,150244,151180,1.0,0.9938087048551396
4349,4349,1986,FL,13,DEMOCRAT,62709,250555,0.25028037756181276,0.25028037756181276
4350,4350,1986,FL,13,REPUBLICAN,187846,250555,0.7497196224381872,0.7497196224381872
4351,4351,1986,FL,14,DEMOCRAT,171976,233165,0.7375721055904617,0.7375721055904617
4352,4352,1986,FL,14,REPUBLICAN,61189,233165,0.2624278944095383,0.2624278944095383
4353,4353,1986,FL,15,REPUBLICAN,1,1,1.0,1.0
4354,4354,1986,FL,16,DEMOCRAT,121219,174028,0.6965488312225618,0.6965488312225618
4355,4355,1986,FL,16,REPUBLICAN,52809,174028,0.3034511687774381,0.3034511687774381
4356,4356,1986,FL,17,DEMOCRAT,1,1,1.0,1.0
4357,4357,1986,FL,18,DEMOCRAT,80062,108876,0.7353503067710055,0.7353503067710055
4358,4358,1986,FL,18,REPUBLICAN,28814,108876,0.26464969322899445,0.26464969322899445
4359,4359,1986,FL,19,DEMOCRAT,99215,143678,0.6905371734016342,0.6905371734016342
4360,4360,1986,FL,19,REPUBLICAN,44463,143678,0.30946282659836577,0.30946282659836577
4361,4361,1986,GA,1,DEMOCRAT,69440,69442,1.0,0.9999711989862043
4362,4362,1986,GA,2,DEMOCRAT,72482,72490,1.0,0.999889639950338
4363,4363,1986,GA,3,DEMOCRAT,75850,76062,1.0,0.9972128000841419
4364,4364,1986,GA,4,DEMOCRAT,75892,162266,0.4677242416398575,0.4677011820097864
4365,4365,1986,GA,4,REPUBLICAN,86366,162266,0.5322757583601425,0.532249516226443
4366,4366,1986,GA,5,DEMOCRAT,93229,123800,0.7531161392993029,0.7530613893376413
4367,4367,1986,GA,5,REPUBLICAN,30562,123800,0.24688386070069715,0.2468659127625202
4368,4368,1986,GA,6,DEMOCRAT,51352,126941,0.4045535116398157,0.4045343899922011
4369,4369,1986,GA,6,REPUBLICAN,75583,126941,0.5954464883601843,0.5954183439550658
4370,4370,1986,GA,7,DEMOCRAT,88636,133534,0.6638058220434818,0.663771024607965
4371,4371,1986,GA,7,REPUBLICAN,44891,133534,0.3361941779565182,0.33617655428579984
4372,4372,1986,GA,8,DEMOCRAT,82254,95206,0.8639581538978636,0.8639581538978636
4373,4373,1986,GA,8,REPUBLICAN,12952,95206,0.13604184610213643,0.13604184610213643
4374,4374,1986,GA,9,DEMOCRAT,84303,84320,1.0,0.9997983870967742
4375,4375,1986,GA,10,DEMOCRAT,79548,118267,0.6726420997446348,0.672613662306476
4376,4376,1986,GA,10,REPUBLICAN,38714,118267,0.3273579002553652,0.32734406047333575
4377,4377,1986,HI,1,DEMOCRAT,63061,168377,0.38748586737452684,0.3745226485802693
4378,4378,1986,HI,1,REPUBLICAN,99683,168377,0.6125141326254732,0.5920226634279029
4379,4379,1986,HI,2,DEMOCRAT,123830,162819,0.7778217473508332,0.7605377750753904
4380,4380,1986,HI,2,REPUBLICAN,35371,162819,0.22217825264916677,0.21724123106025708
4381,4381,1986,IA,1,DEMOCRAT,43985,130825,0.336227917962987,0.33621249761131283
4382,4382,1986,IA,1,REPUBLICAN,86834,130825,0.663772082037013,0.6637416395948786
4383,4383,1986,IA,2,DEMOCRAT,55903,144630,0.38657501849790127,0.38652423425292126
4384,4384,1986,IA,2,REPUBLICAN,88708,144630,0.6134249815020988,0.6133443960450805
4385,4385,1986,IA,3,DEMOCRAT,83504,152920,0.5461704493426647,0.5460633010724562
4386,4386,1986,IA,3,REPUBLICAN,69386,152920,0.4538295506573353,0.45374051791786557
4387,4387,1986,IA,4,DEMOCRAT,107271,156952,0.6836379626797185,0.6834637341352771
4388,4388,1986,IA,4,REPUBLICAN,49641,156952,0.31636203732028145,0.31628141087721084
4389,4389,1986,IA,5,DEMOCRAT,58552,143589,0.40780905019606206,0.40777496883466
4390,4390,1986,IA,5,REPUBLICAN,85025,143589,0.5921909498039379,0.5921414593039857
4391,4391,1986,IA,6,DEMOCRAT,78807,160679,0.49049592949436105,0.4904623504004879
4392,4392,1986,IA,6,REPUBLICAN,81861,160679,0.509504070505639,0.5094691901244095
4393,4393,1986,ID,1,DEMOCRAT,59723,185124,0.3312864718542679,0.32261079060521597
4394,4394,1986,ID,1,REPUBLICAN,120553,185124,0.6687135281457322,0.6512013569283291
4395,4395,1986,ID,2,DEMOCRAT,103035,189563,0.5435396147982465,0.5435396147982465
4396,4396,1986,ID,2,REPUBLICAN,86528,189563,0.4564603852017535,0.4564603852017535
4397,4397,1986,IL,1,DEMOCRAT,122376,126948,0.9639852538047075,0.9639852538047075
4398,4398,1986,IL,1,REPUBLICAN,4572,126948,0.03601474619529256,0.03601474619529256
4399,4399,1986,IL,2,DEMOCRAT,99268,118417,0.8382917993193545,0.8382917993193545
4400,4400,1986,IL,2,REPUBLICAN,19149,118417,0.1617082006806455,0.1617082006806455
4401,4401,1986,IL,3,DEMOCRAT,102949,155567,0.661766312906979,0.661766312906979
4402,4402,1986,IL,3,REPUBLICAN,52618,155567,0.33823368709302104,0.33823368709302104
4403,4403,1986,IL,4,DEMOCRAT,57773,119356,0.4840393444820537,0.4840393444820537
4404,4404,1986,IL,4,REPUBLICAN,61583,119356,0.5159606555179463,0.5159606555179463
4405,4405,1986,IL,5,DEMOCRAT,82466,117204,0.7036107982662708,0.7036107982662708
4406,4406,1986,IL,5,REPUBLICAN,34738,117204,0.29638920173372924,0.29638920173372924
4407,4407,1986,IL,6,DEMOCRAT,32064,130260,0.24615384615384617,0.24615384615384617
4408,4408,1986,IL,6,REPUBLICAN,98196,130260,0.7538461538461538,0.7538461538461538
4409,4409,1986,IL,7,DEMOCRAT,90761,113164,0.8116995778779423,0.8020306811353434
4410,4410,1986,IL,7,REPUBLICAN,21055,113164,0.18830042212205766,0.18605740341451346
4411,4411,1986,IL,8,DEMOCRAT,82873,105256,0.7873470395986927,0.7873470395986927
4412,4412,1986,IL,8,REPUBLICAN,22383,105256,0.2126529604013073,0.2126529604013073
4413,4413,1986,IL,9,DEMOCRAT,92738,129453,0.7163835523317343,0.7163835523317343
4414,4414,1986,IL,9,REPUBLICAN,36715,129453,0.2836164476682657,0.2836164476682657
4415,4415,1986,IL,10,DEMOCRAT,28990,116520,0.24879848952969447,0.24879848952969447
4416,4416,1986,IL,10,REPUBLICAN,87530,116520,0.7512015104703055,0.7512015104703055
4417,4417,1986,IL,11,DEMOCRAT,106970,151311,0.7069545505614264,0.7069545505614264
4418,4418,1986,IL,11,REPUBLICAN,44341,151311,0.2930454494385735,0.2930454494385735
4419,4419,1986,IL,12,DEMOCRAT,25536,114580,0.2228661197416652,0.2228661197416652
4420,4420,1986,IL,12,REPUBLICAN,89044,114580,0.7771338802583347,0.7771338802583347
4421,4421,1986,IL,13,DEMOCRAT,38874,146101,0.2660762075550475,0.2660762075550475
4422,4422,1986,IL,13,REPUBLICAN,107227,146101,0.7339237924449524,0.7339237924449524
4423,4423,1986,IL,14,DEMOCRAT,70293,147581,0.4763011498770167,0.4763011498770167
4424,4424,1986,IL,14,REPUBLICAN,77288,147581,0.5236988501229833,0.5236988501229833
4425,4425,1986,IL,15,REPUBLICAN,115284,115284,1.0,1.0
4426,4426,1986,IL,16,DEMOCRAT,46087,139069,0.3313966448309832,0.3313966448309832
4427,4427,1986,IL,16,REPUBLICAN,92982,139069,0.6686033551690168,0.6686033551690168
4428,4428,1986,IL,17,DEMOCRAT,85442,153543,0.5564695231954566,0.5564695231954566
4429,4429,1986,IL,17,REPUBLICAN,68101,153543,0.4435304768045433,0.4435304768045433
4430,4430,1986,IL,18,DEMOCRAT,56331,150639,0.3739469858403202,0.3739469858403202
4431,4431,1986,IL,18,REPUBLICAN,94308,150639,0.6260530141596797,0.6260530141596797
4432,4432,1986,IL,19,DEMOCRAT,111105,167291,0.6641421236049757,0.6641421236049757
4433,4433,1986,IL,19,REPUBLICAN,56186,167291,0.33585787639502424,0.33585787639502424
4434,4434,1986,IL,20,DEMOCRAT,126556,185847,0.6809687538674286,0.6809687538674286
4435,4435,1986,IL,20,REPUBLICAN,59291,185847,0.3190312461325714,0.3190312461325714
4436,4436,1986,IL,21,DEMOCRAT,65722,130501,0.5036129991341063,0.5036129991341063
4437,4437,1986,IL,21,REPUBLICAN,64779,130501,0.49638700086589377,0.49638700086589377
4438,4438,1986,IL,22,DEMOCRAT,97585,183318,0.5323263400211654,0.5323263400211654
4439,4439,1986,IL,22,REPUBLICAN,85733,183318,0.4676736599788346,0.4676736599788346
4440,4440,1986,IN,1,DEMOCRAT,86983,118441,0.7410502819949224,0.7343994056112326
4441,4441,1986,IN,1,REPUBLICAN,30395,118441,0.2589497180050776,0.25662566172186996
4442,4442,1986,IN,2,DEMOCRAT,102456,165625,0.6229502216223118,0.6186022641509434
4443,4443,1986,IN,2,REPUBLICAN,62013,165625,0.3770497783776882,0.37441811320754714
4444,4444,1986,IN,3,DEMOCRAT,75932,152509,0.4998453041583559,0.4978853706994341
4445,4445,1986,IN,3,REPUBLICAN,75979,152509,0.5001546958416441,0.49819354923316
4446,4446,1986,IN,4,DEMOCRAT,43105,143572,0.3014968175141638,0.3002326358900064
4447,4447,1986,IN,4,REPUBLICAN,99865,143572,0.6985031824858362,0.6955743459727524
4448,4448,1986,IN,5,DEMOCRAT,80772,157006,0.5168448735914615,0.5144516770059743
4449,4449,1986,IN,5,REPUBLICAN,75507,157006,0.4831551264085386,0.4809179267034381
4450,4450,1986,IN,6,DEMOCRAT,53431,173165,0.3110178469562383,0.30855542401755554
4451,4451,1986,IN,6,REPUBLICAN,118363,173165,0.6889821530437618,0.683527271677302
4452,4452,1986,IN,7,DEMOCRAT,49675,157163,0.3212299534402483,0.31607312153623945
4453,4453,1986,IN,7,REPUBLICAN,104965,157163,0.6787700465597517,0.6678734816718948
4454,4454,1986,IN,8,DEMOCRAT,106662,201157,0.5326495146018937,0.530242546866378
