,index,year,state,district,party,votes,totalvotes,two_party_pct,total_pct
11628,11628,2002,VA,6,REPUBLICAN,105530,108732,1.0,0.9705514475959239
11629,11629,2002,VA,7,DEMOCRAT,49854,163665,0.3048950535740496,0.3046100265786821
11630,11630,2002,VA,7,REPUBLICAN,113658,163665,0.6951049464259504,0.6944551370176886
11631,11631,2002,VA,8,DEMOCRAT,102759,171799,0.6157658197507191,0.5981350298895802
11632,11632,2002,VA,8,REPUBLICAN,64121,171799,0.3842341802492809,0.37323267306561736
11633,11633,2002,VA,9,DEMOCRAT,100075,152183,0.657734750346695,0.6575964463836302
11634,11634,2002,VA,9,REPUBLICAN,52076,152183,0.34226524965330496,0.3421932804583955
11635,11635,2002,VA,10,DEMOCRAT,45464,161615,0.28171841790545354,0.2813105219193763
11636,11636,2002,VA,10,REPUBLICAN,115917,161615,0.7182815820945464,0.7172415926739474
11637,11637,2002,VA,11,DEMOCRAT,26892,163298,0.16572277239925803,0.16468052272532424
11638,11638,2002,VA,11,REPUBLICAN,135379,163298,0.834277227600742,0.8290303616700756
11639,11639,2002,VT,0,DEMOCRAT,144880,225255,0.6655243852581387,0.6431821713169519
11640,11640,2002,VT,0,REPUBLICAN,72813,225255,0.33447561474186127,0.3232469867483519
11641,11641,2002,WA,1,DEMOCRAT,114087,205034,0.5739273479120448,0.5564296653238
11642,11642,2002,WA,1,REPUBLICAN,84696,205034,0.4260726520879552,0.41308270823375637
11643,11643,2002,WA,2,DEMOCRAT,101219,202150,0.5224287343804033,0.5007123423200593
11644,11644,2002,WA,2,REPUBLICAN,92528,202150,0.4775712656195967,0.45771951521147664
11645,11645,2002,WA,3,DEMOCRAT,119264,193329,0.6168965856131258,0.6168965856131258
11646,11646,2002,WA,3,REPUBLICAN,74065,193329,0.3831034143868742,0.3831034143868742
11647,11647,2002,WA,4,DEMOCRAT,53572,161829,0.33104078996965935,0.33104078996965935
11648,11648,2002,WA,4,REPUBLICAN,108257,161829,0.6689592100303406,0.6689592100303406
11649,11649,2002,WA,5,DEMOCRAT,65146,202282,0.33947358821904816,0.32205534847391265
11650,11650,2002,WA,5,REPUBLICAN,126757,202282,0.6605264117809518,0.6266350935822268
11651,11651,2002,WA,6,DEMOCRAT,126116,196444,0.6719019712306873,0.6419946651463012
11652,11652,2002,WA,6,REPUBLICAN,61584,196444,0.3280980287693127,0.3134939219319501
11653,11653,2002,WA,7,DEMOCRAT,156300,211003,0.7716384604751279,0.7407477618801629
11654,11654,2002,WA,7,REPUBLICAN,46256,211003,0.22836153952487212,0.21921963194836092
11655,11655,2002,WA,8,DEMOCRAT,75931,203335,0.384336215099917,0.3734280866550274
11656,11656,2002,WA,8,REPUBLICAN,121633,203335,0.615663784900083,0.5981901787690265
11657,11657,2002,WA,9,DEMOCRAT,95805,163710,0.6027329176916156,0.5852116547553601
11658,11658,2002,WA,9,REPUBLICAN,63146,163710,0.39726708230838437,0.3857186488302486
11659,11659,2002,WI,1,DEMOCRAT,63895,208613,0.3131018126044367,0.30628484322645283
11660,11660,2002,WI,1,REPUBLICAN,140176,208613,0.6868981873955633,0.6719427840067493
11661,11661,2002,WI,2,DEMOCRAT,163313,247410,0.6611674972774051,0.6600905379734044
11662,11662,2002,WI,2,REPUBLICAN,83694,247410,0.3388325027225949,0.3382805868800776
11663,11663,2002,WI,3,DEMOCRAT,131038,208581,0.6519530530914012,0.6282355535739114
11664,11664,2002,WI,3,REPUBLICAN,69955,208581,0.34804694690859883,0.33538529396253736
11665,11665,2002,WI,4,DEMOCRAT,122031,141367,0.8694453350432831,0.8632212609732116
11666,11666,2002,WI,4,REPUBLICAN,18324,141367,0.1305546649567169,0.1296200669180219
11667,11667,2002,WI,5,DEMOCRAT,29567,222012,0.1339139729427377,0.13317748590166298
11668,11668,2002,WI,5,REPUBLICAN,191224,222012,0.8660860270572623,0.8613228113795651
11669,11669,2002,WI,6,REPUBLICAN,169834,171161,1.0,0.9922470656282681
11670,11670,2002,WI,7,DEMOCRAT,146364,227955,0.6422797763754926,0.6420740935710996
11671,11671,2002,WI,7,REPUBLICAN,81518,227955,0.3577202236245074,0.3576056677853085
11672,11672,2002,WI,8,DEMOCRAT,50284,210447,0.2476690522043649,0.23893902027588895
11673,11673,2002,WI,8,REPUBLICAN,152745,210447,0.7523309477956351,0.7258121997462544
11674,11674,2002,WV,1,DEMOCRAT,110941,111261,1.0,0.9971238798860338
11675,11675,2002,WV,2,DEMOCRAT,65400,163676,0.3995698819619248,0.3995698819619248
11676,11676,2002,WV,2,REPUBLICAN,98276,163676,0.6004301180380752,0.6004301180380752
11677,11677,2002,WV,3,DEMOCRAT,87783,125012,0.7021965891274438,0.7021965891274438
11678,11678,2002,WV,3,REPUBLICAN,37229,125012,0.29780341087255624,0.29780341087255624
11679,11679,2002,WY,0,DEMOCRAT,65961,182152,0.3743742550655542,0.36212064649303877
11680,11680,2002,WY,0,REPUBLICAN,110229,182152,0.6256257449344458,0.6051484474504809
11681,11681,2004,AK,0,DEMOCRAT,67074,299996,0.23930215134325164,0.22358298110641475
11682,11682,2004,AK,0,REPUBLICAN,213216,299996,0.7606978486567484,0.7107294763930185
11683,11683,2004,AL,1,DEMOCRAT,93938,255164,0.36837709064528146,0.3681475443244345
11684,11684,2004,AL,1,REPUBLICAN,161067,255164,0.6316229093547185,0.6312293270210532
11685,11685,2004,AL,2,DEMOCRAT,70562,247947,0.2849286083473317,0.2845850121195255
11686,11686,2004,AL,2,REPUBLICAN,177086,247947,0.7150713916526683,0.7142090850060698
11687,11687,2004,AL,3,DEMOCRAT,95240,245784,0.3877045076144612,0.3874947108029815
11688,11688,2004,AL,3,REPUBLICAN,150411,245784,0.6122954923855388,0.611964163655893
11689,11689,2004,AL,4,DEMOCRAT,64278,255724,0.2516876282362523,0.2513569316919804
11690,11690,2004,AL,4,REPUBLICAN,191110,255724,0.7483123717637478,0.7473291517417215
11691,11691,2004,AL,5,DEMOCRAT,200999,275459,0.7305229261768383,0.7296875397064536
11692,11692,2004,AL,5,REPUBLICAN,74145,275459,0.2694770738231617,0.26916891443009666
11693,11693,2004,AL,6,REPUBLICAN,264819,268043,1.0,0.9879720791067105
11694,11694,2004,AL,7,DEMOCRAT,183408,244638,0.7503590028924791,0.7497118190959704
11695,11695,2004,AL,7,REPUBLICAN,61019,244638,0.24964099710752086,0.24942568202813953
11696,11696,2004,AR,1,DEMOCRAT,162388,243944,0.6656773685763946,0.6656773685763946
11697,11697,2004,AR,1,REPUBLICAN,81556,243944,0.3343226314236054,0.3343226314236054
11698,11698,2004,AR,2,DEMOCRAT,160834,276493,0.5817012611713305,0.5816928457501637
11699,11699,2004,AR,2,REPUBLICAN,115655,276493,0.41829873882866947,0.41829268733747327
11700,11700,2004,AR,3,DEMOCRAT,103158,270803,0.39106551877082646,0.38093374150212517
11701,11701,2004,AR,3,REPUBLICAN,160629,270803,0.6089344812291735,0.5931581260178063
11702,11702,2004,AR,4,DEMOCRAT,1,1,1.0,1.0
11703,11703,2004,AZ,1,DEMOCRAT,91776,253351,0.38225506162246814,0.362248422149508
11704,11704,2004,AZ,1,REPUBLICAN,148315,253351,0.6177449383775319,0.5854131225059305
11705,11705,2004,AZ,2,DEMOCRAT,107406,279303,0.39391049855867616,0.38455011224369234
11706,11706,2004,AZ,2,REPUBLICAN,165260,279303,0.6060895014413238,0.591687164119254
11707,11707,2004,AZ,3,DEMOCRAT,44962,225974,0.19896979298503367,0.19896979298503367
11708,11708,2004,AZ,3,REPUBLICAN,181012,225974,0.8010302070149663,0.8010302070149663
11709,11709,2004,AZ,4,DEMOCRAT,77150,110027,0.7320567806581394,0.7011915257164151
11710,11710,2004,AZ,4,REPUBLICAN,28238,110027,0.26794321934186055,0.25664609595826476
11711,11711,2004,AZ,5,DEMOCRAT,102363,268007,0.39097006317365496,0.38194151645292845
11712,11712,2004,AZ,5,REPUBLICAN,159455,268007,0.609029936826345,0.5949658031320078
11713,11713,2004,AZ,6,DEMOCRAT,52695,255577,0.2061805248516103,0.2061805248516103
11714,11714,2004,AZ,6,REPUBLICAN,202882,255577,0.7938194751483897,0.7938194751483897
11715,11715,2004,AZ,7,DEMOCRAT,108868,175437,0.6482784903593078,0.6205532470345481
11716,11716,2004,AZ,7,REPUBLICAN,59066,175437,0.35172150964069215,0.3366792637813004
11717,11717,2004,AZ,8,DEMOCRAT,109963,303769,0.37488323571725657,0.3619954636582403
11718,11718,2004,AZ,8,REPUBLICAN,183363,303769,0.6251167642827434,0.6036264398276322
11719,11719,2004,CA,1,DEMOCRAT,189366,282971,0.7030846229245254,0.669206385106601
11720,11720,2004,CA,1,REPUBLICAN,79970,282971,0.2969153770754745,0.2826084651784105
11721,11721,2004,CA,2,DEMOCRAT,90310,272429,0.3314992163095706,0.3314992163095706
11722,11722,2004,CA,2,REPUBLICAN,182119,272429,0.6685007836904294,0.6685007836904294
11723,11723,2004,CA,3,DEMOCRAT,100025,287073,0.3601091578071953,0.34843053857381223
11724,11724,2004,CA,3,REPUBLICAN,177738,287073,0.6398908421928047,0.6191386859788277
11725,11725,2004,CA,4,DEMOCRAT,117443,339369,0.34606284015334343,0.34606284015334343
11726,11726,2004,CA,4,REPUBLICAN,221926,339369,0.6539371598466566,0.6539371598466566
11727,11727,2004,CA,5,DEMOCRAT,138004,193387,0.7536095760249886,0.7136157032272076
11728,11728,2004,CA,5,REPUBLICAN,45120,193387,0.24639042397501146,0.23331454544514368
11729,11729,2004,CA,6,DEMOCRAT,226423,311667,0.7264901320961155,0.7264901320961155
11730,11730,2004,CA,6,REPUBLICAN,85244,311667,0.2735098679038846,0.2735098679038846
11731,11731,2004,CA,7,DEMOCRAT,166831,219277,0.76082306853888,0.76082306853888
11732,11732,2004,CA,7,REPUBLICAN,52446,219277,0.23917693146111996,0.23917693146111996
11733,11733,2004,CA,8,DEMOCRAT,224017,270064,0.8781846478315581,0.8294959713253155
11734,11734,2004,CA,8,REPUBLICAN,31074,270064,0.12181535216844185,0.11506161502458677
11735,11735,2004,CA,9,DEMOCRAT,215630,255039,0.8733212370599576,0.8454785346554841
11736,11736,2004,CA,9,REPUBLICAN,31278,255039,0.12667876294004243,0.12264006681331091
11737,11737,2004,CA,10,DEMOCRAT,182750,278099,0.6571400832077785,0.6571400832077785
11738,11738,2004,CA,10,REPUBLICAN,95349,278099,0.3428599167922215,0.3428599167922215
11739,11739,2004,CA,11,DEMOCRAT,103587,267169,0.3877208807908103,0.3877208807908103
11740,11740,2004,CA,11,REPUBLICAN,163582,267169,0.6122791192091896,0.6122791192091896
11741,11741,2004,CA,12,DEMOCRAT,171852,252599,0.7656753324868008,0.6803352348980004
11742,11742,2004,CA,12,REPUBLICAN,52593,252599,0.23432466751319922,0.20820747508897502
11743,11743,2004,CA,13,DEMOCRAT,144605,201921,0.7490779304200079,0.7161464136964456
11744,11744,2004,CA,13,REPUBLICAN,48439,201921,0.25092206957999214,0.23989084840110736
11745,11745,2004,CA,14,DEMOCRAT,182712,261888,0.724254388051182,0.6976722873900293
11746,11746,2004,CA,14,REPUBLICAN,69564,261888,0.27574561194881797,0.265625
11747,11747,2004,CA,15,DEMOCRAT,154385,214338,0.7202875831630415,0.7202875831630415
11748,11748,2004,CA,15,REPUBLICAN,59953,214338,0.27971241683695847,0.27971241683695847
11749,11749,2004,CA,16,DEMOCRAT,129222,182281,0.7291861816786485,0.7089164531684596
11750,11750,2004,CA,16,REPUBLICAN,47992,182281,0.2708138183213516,0.2632858059808757
11751,11751,2004,CA,17,DEMOCRAT,148958,223225,0.6958215578652341,0.6672998096091388
11752,11752,2004,CA,17,REPUBLICAN,65117,223225,0.30417844213476586,0.2917101579124202
11753,11753,2004,CA,18,DEMOCRAT,103732,153705,0.6748771998308448,0.6748771998308448
11754,11754,2004,CA,18,REPUBLICAN,49973,153705,0.3251228001691552,0.3251228001691552
11755,11755,2004,CA,19,DEMOCRAT,64047,235264,0.29191753911787094,0.27223459602829164
11756,11756,2004,CA,19,REPUBLICAN,155354,235264,0.7080824608821291,0.6603390233949945
11757,11757,2004,CA,20,DEMOCRAT,61005,114236,0.5340260513323296,0.5340260513323296
11758,11758,2004,CA,20,REPUBLICAN,53231,114236,0.46597394866767045,0.46597394866767045
11759,11759,2004,CA,21,DEMOCRAT,51594,192315,0.2682786054129943,0.2682786054129943
11760,11760,2004,CA,21,REPUBLICAN,140721,192315,0.7317213945870057,0.7317213945870057
11761,11761,2004,CA,22,REPUBLICAN,209384,209384,1.0,1.0
11762,11762,2004,CA,23,DEMOCRAT,153980,244297,0.647230418736812,0.6302983663327835
11763,11763,2004,CA,23,REPUBLICAN,83926,244297,0.35276958126318797,0.343540853960548
11764,11764,2004,CA,24,DEMOCRAT,96397,284378,0.3504619042598443,0.33897488553966904
11765,11765,2004,CA,24,REPUBLICAN,178660,284378,0.6495380957401556,0.6282483173803881
11766,11766,2004,CA,25,DEMOCRAT,80395,225970,0.35577731557286363,0.35577731557286363
11767,11767,2004,CA,25,REPUBLICAN,145575,225970,0.6442226844271364,0.6442226844271364
11768,11768,2004,CA,26,DEMOCRAT,107522,251207,0.44408924573968067,0.42802151213939105
11769,11769,2004,CA,26,REPUBLICAN,134596,251207,0.5559107542603193,0.5357971712571704
11770,11770,2004,CA,27,DEMOCRAT,125296,201198,0.6517618418451743,0.6227497291225559
11771,11771,2004,CA,27,REPUBLICAN,66946,201198,0.34823815815482567,0.33273690593345856
11772,11772,2004,CA,28,DEMOCRAT,115303,162510,0.7527730445058137,0.709513260722417
11773,11773,2004,CA,28,REPUBLICAN,37868,162510,0.24722695549418625,0.2330195064919082
11774,11774,2004,CA,29,DEMOCRAT,133670,206832,0.6801125464915717,0.6462733039374952
11775,11775,2004,CA,29,REPUBLICAN,62871,206832,0.3198874535084283,0.303971339057786
11776,11776,2004,CA,30,DEMOCRAT,216682,304147,0.7124252417416578,0.7124252417416578
11777,11777,2004,CA,30,REPUBLICAN,87465,304147,0.28757475825834217,0.28757475825834217
11778,11778,2004,CA,31,DEMOCRAT,89363,111411,0.8021021263609518,0.8021021263609518
11779,11779,2004,CA,31,REPUBLICAN,22048,111411,0.1978978736390482,0.1978978736390482
11780,11780,2004,CA,32,DEMOCRAT,119144,140146,0.8501419947768756,0.8501419947768756
11781,11781,2004,CA,32,REPUBLICAN,21002,140146,0.14985800522312445,0.14985800522312445
11782,11782,2004,CA,33,DEMOCRAT,166801,188314,0.885759954119184,0.885759954119184
11783,11783,2004,CA,33,REPUBLICAN,21513,188314,0.11424004588081609,0.11424004588081609
11784,11784,2004,CA,34,DEMOCRAT,82282,110457,0.7449233638429434,0.7449233638429434
11785,11785,2004,CA,34,REPUBLICAN,28175,110457,0.2550766361570566,0.2550766361570566
11786,11786,2004,CA,35,DEMOCRAT,125949,156407,0.8422428781596897,0.8052644702602825
11787,11787,2004,CA,35,REPUBLICAN,23591,156407,0.1577571218403103,0.15083084516677642
11788,11788,2004,CA,36,DEMOCRAT,151208,244044,0.6493125037573967,0.6195931881136189
11789,11789,2004,CA,36,REPUBLICAN,81666,244044,0.3506874962426033,0.3346363770467621
11790,11790,2004,CA,37,DEMOCRAT,118823,158318,0.7880397657560866,0.7505337358986344
11791,11791,2004,CA,37,REPUBLICAN,31960,158318,0.21196023424391344,0.20187218130597911
11792,11792,2004,CA,38,DEMOCRAT,116851,116851,1.0,1.0
11793,11793,2004,CA,39,DEMOCRAT,100132,164964,0.6069930409058946,0.6069930409058946
11794,11794,2004,CA,39,REPUBLICAN,64832,164964,0.3930069590941054,0.3930069590941054
11795,11795,2004,CA,40,DEMOCRAT,69684,217301,0.3206796103101228,0.3206796103101228
11796,11796,2004,CA,40,REPUBLICAN,147617,217301,0.6793203896898772,0.6793203896898772
11797,11797,2004,CA,41,DEMOCRAT,37332,218937,0.17051480562901655,0.17051480562901655
11798,11798,2004,CA,41,REPUBLICAN,181605,218937,0.8294851943709834,0.8294851943709834
11799,11799,2004,CA,42,DEMOCRAT,78393,246025,0.31863834976120314,0.31863834976120314
11800,11800,2004,CA,42,REPUBLICAN,167632,246025,0.6813616502387969,0.6813616502387969
11801,11801,2004,CA,43,DEMOCRAT,86830,130834,0.6636654080743538,0.6636654080743538
11802,11802,2004,CA,43,REPUBLICAN,44004,130834,0.33633459192564624,0.33633459192564624
11803,11803,2004,CA,44,DEMOCRAT,78796,225123,0.36217388906252873,0.35001310394761975
11804,11804,2004,CA,44,REPUBLICAN,138768,225123,0.6378261109374713,0.6164096960328354
11805,11805,2004,CA,45,DEMOCRAT,76967,230490,0.333927719206907,0.333927719206907
11806,11806,2004,CA,45,REPUBLICAN,153523,230490,0.666072280793093,0.666072280793093
11807,11807,2004,CA,46,DEMOCRAT,90129,276690,0.34473143696427955,0.3257399978315082
11808,11808,2004,CA,46,REPUBLICAN,171318,276690,0.6552685630357205,0.6191694676352597
11809,11809,2004,CA,47,DEMOCRAT,65684,108783,0.6038075802285283,0.6038075802285283
11810,11810,2004,CA,47,REPUBLICAN,43099,108783,0.3961924197714716,0.3961924197714716
11811,11811,2004,CA,48,DEMOCRAT,93525,290872,0.33102796527082173,0.32153318298083006
11812,11812,2004,CA,48,REPUBLICAN,189004,290872,0.6689720347291782,0.6497840974724277
11813,11813,2004,CA,49,DEMOCRAT,79057,226466,0.3581858958385248,0.3490899296141584
11814,11814,2004,CA,49,REPUBLICAN,141658,226466,0.6418141041614752,0.6255155299250219
11815,11815,2004,CA,50,DEMOCRAT,105590,289328,0.38450193907834607,0.3649491234861472
11816,11816,2004,CA,50,REPUBLICAN,169025,289328,0.6154980609216539,0.5841985566554222
11817,11817,2004,CA,51,DEMOCRAT,111441,180879,0.6369258202975419,0.6161080059044997
11818,11818,2004,CA,51,REPUBLICAN,63526,180879,0.3630741797024582,0.35120716058801743
11819,11819,2004,CA,52,DEMOCRAT,74857,271438,0.28500015229044834,0.27577936766407063
11820,11820,2004,CA,52,REPUBLICAN,187799,271438,0.7149998477095516,0.6918670193561698
11821,11821,2004,CA,53,DEMOCRAT,146449,221436,0.6962290701986251,0.6613603930706841
11822,11822,2004,CA,53,REPUBLICAN,63897,221436,0.3037709298013749,0.2885574161382973
11823,11823,2004,CO,1,DEMOCRAT,177077,240929,0.751166559201819,0.734975864258765
11824,11824,2004,CO,1,REPUBLICAN,58659,240929,0.248833440798181,0.2434700679453283
11825,11825,2004,CO,2,DEMOCRAT,207900,309364,0.6882738528769119,0.6720238941829043
11826,11826,2004,CO,2,REPUBLICAN,94160,309364,0.3117261471230881,0.304366377471199
11827,11827,2004,CO,3,DEMOCRAT,153500,303646,0.5205577937845061,0.5055228786152296
11828,11828,2004,CO,3,REPUBLICAN,141376,303646,0.479442206215494,0.4655948044762651
11829,11829,2004,CO,4,DEMOCRAT,136812,305509,0.46730197766164566,0.44781659460114104
11830,11830,2004,CO,4,REPUBLICAN,155958,305509,0.5326980223383544,0.5104857794696719
11831,11831,2004,CO,5,DEMOCRAT,74098,274058,0.2770733385434,0.27037342460355107
11832,11832,2004,CO,5,REPUBLICAN,193333,274058,0.7229266614566,0.705445562618132
11833,11833,2004,CO,6,DEMOCRAT,139870,357741,0.3966277988248905,0.3909811847118446
11834,11834,2004,CO,6,REPUBLICAN,212778,357741,0.6033722011751095,0.5947822586731741
11835,11835,2004,CO,7,DEMOCRAT,106026,247764,0.4388547871041445,0.42793141860803025
11836,11836,2004,CO,7,REPUBLICAN,135571,247764,0.5611452128958555,0.5471779596713001
11837,11837,2004,CT,1,DEMOCRAT,198802,272403,0.7298084088648069,0.7298084088648069
11838,11838,2004,CT,1,REPUBLICAN,73601,272403,0.2701915911351931,0.2701915911351931
11839,11839,2004,CT,2,DEMOCRAT,140536,307078,0.4578495380325006,0.45765570962426483
11840,11840,2004,CT,2,REPUBLICAN,166412,307078,0.5421504619674994,0.5419209451670259
11841,11841,2004,CT,3,DEMOCRAT,200638,276980,0.7436600716091298,0.7243772113510001
11842,11842,2004,CT,3,REPUBLICAN,69160,276980,0.2563399283908702,0.24969311863672466
11843,11843,2004,CT,4,DEMOCRAT,138333,290830,0.4756555466155021,0.4756490045731183
11844,11844,2004,CT,4,REPUBLICAN,152493,290830,0.524344453384498,0.5243372416875838
11845,11845,2004,CT,5,DEMOCRAT,107438,281447,0.389683213277912,0.38173439404221754
11846,11846,2004,CT,5,REPUBLICAN,168268,281447,0.610316786722088,0.5978674492888537
11847,11847,2004,DE,0,DEMOCRAT,105716,356045,0.30059085454969375,0.29691752447022146
11848,11848,2004,DE,0,REPUBLICAN,245978,356045,0.6994091454503062,0.690862110126529
11849,11849,2004,FL,1,DEMOCRAT,72506,309110,0.2345637475332406,0.2345637475332406
11850,11850,2004,FL,1,REPUBLICAN,236604,309110,0.7654362524667594,0.7654362524667594
11851,11851,2004,FL,2,DEMOCRAT,201577,326987,0.6164886719514582,0.6164679329759287
11852,11852,2004,FL,2,REPUBLICAN,125399,326987,0.38351132804854177,0.38349842654295124
11853,11853,2004,FL,3,DEMOCRAT,172833,174156,1.0,0.9924033625025839
11854,11854,2004,FL,4,REPUBLICAN,256157,257327,1.0,0.9954532559739164
11855,11855,2004,FL,5,DEMOCRAT,124140,364488,0.34061818331481253,0.3405873444393231
11856,11856,2004,FL,5,REPUBLICAN,240315,364488,0.6593818166851875,0.6593221176005795
11857,11857,2004,FL,6,DEMOCRAT,116680,327853,0.3559302903754229,0.3558912073398749
11858,11858,2004,FL,6,REPUBLICAN,211137,327853,0.6440697096245771,0.6439989873510384
11859,11859,2004,FL,7,REPUBLICAN,1,1,1.0,1.0
11860,11860,2004,FL,8,DEMOCRAT,112343,284575,0.3947746639725907,0.3947746639725907
11861,11861,2004,FL,8,REPUBLICAN,172232,284575,0.6052253360274092,0.6052253360274092
11862,11862,2004,FL,9,REPUBLICAN,284035,284278,1.0,0.9991452029351551
11863,11863,2004,FL,10,DEMOCRAT,91658,298833,0.3067198067147872,0.3067198067147872
11864,11864,2004,FL,10,REPUBLICAN,207175,298833,0.6932801932852128,0.6932801932852128
11865,11865,2004,FL,11,DEMOCRAT,191780,223481,0.8586177409461898,0.8581490149050702
11866,11866,2004,FL,11,REPUBLICAN,31579,223481,0.14138225905381024,0.14130507738912929
11867,11867,2004,FL,12,DEMOCRAT,96965,276169,0.3511074740466888,0.3511074740466888
11868,11868,2004,FL,12,REPUBLICAN,179204,276169,0.6488925259533112,0.6488925259533112
11869,11869,2004,FL,13,DEMOCRAT,153961,344438,0.4469919114615693,0.4469919114615693
11870,11870,2004,FL,13,REPUBLICAN,190477,344438,0.5530080885384308,0.5530080885384308
11871,11871,2004,FL,14,DEMOCRAT,108672,335334,0.32407092630034534,0.32407092630034534
11872,11872,2004,FL,14,REPUBLICAN,226662,335334,0.6759290736996547,0.6759290736996547
11873,11873,2004,FL,15,DEMOCRAT,111538,321926,0.34647092810148916,0.34647092810148916
11874,11874,2004,FL,15,REPUBLICAN,210388,321926,0.6535290718985108,0.6535290718985108
11875,11875,2004,FL,16,DEMOCRAT,101247,316810,0.31958271519207093,0.31958271519207093
11876,11876,2004,FL,16,REPUBLICAN,215563,316810,0.6804172848079291,0.6804172848079291
11877,11877,2004,FL,17,DEMOCRAT,178690,179424,1.0,0.9959091314428393
11878,11878,2004,FL,18,DEMOCRAT,78281,221928,0.3527315165278829,0.3527315165278829
11879,11879,2004,FL,18,REPUBLICAN,143647,221928,0.6472684834721171,0.6472684834721171
11880,11880,2004,FL,19,DEMOCRAT,1,1,1.0,1.0
11881,11881,2004,FL,20,DEMOCRAT,191195,272408,0.7018699891339462,0.7018699891339462
11882,11882,2004,FL,20,REPUBLICAN,81213,272408,0.29813001086605384,0.29813001086605384
11883,11883,2004,FL,21,DEMOCRAT,54736,201243,0.27198958473089746,0.27198958473089746
11884,11884,2004,FL,21,REPUBLICAN,146507,201243,0.7280104152691025,0.7280104152691025
11885,11885,2004,FL,22,DEMOCRAT,108258,306726,0.3598536094056954,0.35294692983314097
11886,11886,2004,FL,22,REPUBLICAN,192581,306726,0.6401463905943046,0.6278600444696569
11887,11887,2004,FL,23,DEMOCRAT,1,1,1.0,1.0
11888,11888,2004,FL,24,REPUBLICAN,1,1,1.0,1.0
11889,11889,2004,FL,25,REPUBLICAN,1,1,1.0,1.0
11890,11890,2004,GA,1,REPUBLICAN,188347,188347,1.0,1.0
11891,11891,2004,GA,2,DEMOCRAT,129984,194629,0.6678552528143288,0.6678552528143288
11892,11892,2004,GA,2,REPUBLICAN,64645,194629,0.3321447471856712,0.3321447471856712
11893,11893,2004,GA,3,DEMOCRAT,136273,216708,0.628832345829411,0.628832345829411
11894,11894,2004,GA,3,REPUBLICAN,80435,216708,0.371167654170589,0.371167654170589
11895,11895,2004,GA,4,DEMOCRAT,157461,246970,0.6375713649431105,0.6375713649431105
11896,11896,2004,GA,4,REPUBLICAN,89509,246970,0.3624286350568895,0.3624286350568895
11897,11897,2004,GA,5,DEMOCRAT,201773,201773,1.0,1.0
11898,11898,2004,GA,6,REPUBLICAN,267542,267619,1.0,0.999712277528875
11899,11899,2004,GA,7,REPUBLICAN,258982,258982,1.0,1.0
11900,11900,2004,GA,8,DEMOCRAT,73632,301156,0.2444978682144802,0.2444978682144802
11901,11901,2004,GA,8,REPUBLICAN,227524,301156,0.7555021317855198,0.7555021317855198
11902,11902,2004,GA,9,DEMOCRAT,68462,266331,0.2570560693272657,0.2570560693272657
11903,11903,2004,GA,9,REPUBLICAN,197869,266331,0.7429439306727343,0.7429439306727343
11904,11904,2004,GA,10,REPUBLICAN,219136,219136,1.0,1.0
11905,11905,2004,GA,11,DEMOCRAT,89591,210287,0.4260415527350716,0.4260415527350716
11906,11906,2004,GA,11,REPUBLICAN,120696,210287,0.5739584472649284,0.5739584472649284
11907,11907,2004,GA,12,DEMOCRAT,113036,218168,0.5181144805837703,0.5181144805837703
11908,11908,2004,GA,12,REPUBLICAN,105132,218168,0.4818855194162297,0.4818855194162297
11909,11909,2004,GA,13,DEMOCRAT,170657,170657,1.0,1.0
11910,11910,2004,HI,1,DEMOCRAT,128567,204181,0.6495316715335105,0.6296717128430167
11911,11911,2004,HI,1,REPUBLICAN,69371,204181,0.3504683284664895,0.3397524745201561
11912,11912,2004,HI,2,DEMOCRAT,133317,212389,0.6277019996327493,0.6277019996327493
11913,11913,2004,HI,2,REPUBLICAN,79072,212389,0.37229800036725064,0.37229800036725064
11914,11914,2004,IA,1,DEMOCRAT,125490,290054,0.4395708325889808,0.43264357671330167
11915,11915,2004,IA,1,REPUBLICAN,159993,290054,0.5604291674110192,0.5515972887807098
11916,11916,2004,IA,2,DEMOCRAT,117405,299881,0.3992158836270653,0.3915052971011835
11917,11917,2004,IA,2,REPUBLICAN,176684,299881,0.6007841163729347,0.5891803748820366
11918,11918,2004,IA,3,DEMOCRAT,168007,304319,0.5524619704971293,0.5520752894166976
11919,11919,2004,IA,3,REPUBLICAN,136099,304319,0.4475380295028707,0.447224787147697
11920,11920,2004,IA,4,DEMOCRAT,116121,297566,0.39043424171612057,0.39023611568525973
11921,11921,2004,IA,4,REPUBLICAN,181294,297566,0.6095657582838794,0.6092564338667724
11922,11922,2004,IA,5,DEMOCRAT,97597,266341,0.3666579006687204,0.36643626028287046
11923,11923,2004,IA,5,REPUBLICAN,168583,266341,0.6333420993312796,0.6329592514858772
11924,11924,2004,ID,1,DEMOCRAT,90927,298589,0.30452226974201996,0.30452226974201996
11925,11925,2004,ID,1,REPUBLICAN,207662,298589,0.69547773025798,0.69547773025798
11926,11926,2004,ID,2,DEMOCRAT,80133,273837,0.2926302873607292,0.2926302873607292
11927,11927,2004,ID,2,REPUBLICAN,193704,273837,0.7073697126392708,0.7073697126392708
11928,11928,2004,IL,1,DEMOCRAT,212109,249949,0.848609116259717,0.848609116259717
